"matchday","team1","team2","score1","score2","goal1","goal2","res","season"
1,"Zoggiathebest99 Team","Fanta Figa",NA,NA,"3","0","3-0","2020/2021"
15,"Zoggiathebest99 Team","Fanta Figa",NA,NA,"1","2","1-2","2020/2021"
3,"Hakimi Raikkonen","Fanta Figa",NA,NA,"2","3","2-3","2020/2021"
31,"Hakimi Raikkonen","Fanta Figa",NA,NA,"4","3","4-3","2020/2021"
30,"Aston Pirla","Fanta Figa",NA,NA,"1","2","1-2","2020/2021"
35,"Joe Gage FC","Fanta Figa",NA,NA,"2","4","2-4","2020/2021"
14,"Joe Gage FC","Fanta Figa",NA,NA,"0","3","0-3","2020/2021"
8,"Zoggiathebest99 Team","Fanta Figa",NA,NA,"3","1","3-1","2020/2021"
22,"Zoggiathebest99 Team","Fanta Figa",NA,NA,"2","4","2-4","2020/2021"
19,"Sbocca Juniors","Fanta Figa",NA,NA,"1","0","1-0","2020/2021"
23,"Aston Pirla","Fanta Figa",NA,NA,"0","4","0-4","2020/2021"
5,"Sbocca Juniors","Fanta Figa",NA,NA,"2","0","2-0","2020/2021"
9,"Aston Pirla","Fanta Figa",NA,NA,"0","0","0-0","2020/2021"
21,"Joe Gage FC","Fanta Figa",NA,NA,"2","3","2-3","2020/2021"
16,"Aston Pirla","Fanta Figa",NA,NA,"3","1","3-1","2020/2021"
12,"Sbocca Juniors","Fanta Figa",NA,NA,"3","8","3-8","2020/2021"
33,"Sbocca Juniors","Fanta Figa",NA,NA,"2","0","2-0","2020/2021"
2,"Aston Pirla","Fanta Figa",NA,NA,"3","1","3-1","2020/2021"
7,"Joe Gage FC","Fanta Figa",NA,NA,"0","2","0-2","2020/2021"
28,"Joe Gage FC","Fanta Figa",NA,NA,"0","0","0-0","2020/2021"
29,"Zoggiathebest99 Team","Fanta Figa",NA,NA,"1","3","1-3","2020/2021"
26,"Sbocca Juniors","Fanta Figa",NA,NA,"4","1","4-1","2020/2021"
17,"Hakimi Raikkonen","Fanta Figa",NA,NA,"3","2","3-2","2020/2021"
24,"Hakimi Raikkonen","Fanta Figa",NA,NA,"6","2","6-2","2020/2021"
10,"Hakimi Raikkonen","Fanta Figa",NA,NA,"3","3","3-3","2020/2021"
9,"Zoggiathebest99 Team","Hakimi Raikkonen",NA,NA,"0","2","0-2","2020/2021"
5,"Joe Gage FC","Hakimi Raikkonen",NA,NA,"3","2","3-2","2020/2021"
23,"Zoggiathebest99 Team","Hakimi Raikkonen",NA,NA,"4","1","4-1","2020/2021"
12,"Joe Gage FC","Hakimi Raikkonen",NA,NA,"5","4","5-4","2020/2021"
33,"Joe Gage FC","Hakimi Raikkonen",NA,NA,"2","5","2-5","2020/2021"
26,"Joe Gage FC","Hakimi Raikkonen",NA,NA,"3","3","3-3","2020/2021"
27,"Aston Pirla","Hakimi Raikkonen",NA,NA,"2","4","2-4","2020/2021"
13,"Aston Pirla","Hakimi Raikkonen",NA,NA,"0","3","0-3","2020/2021"
16,"Zoggiathebest99 Team","Hakimi Raikkonen",NA,NA,"2","1","2-1","2020/2021"
30,"Zoggiathebest99 Team","Hakimi Raikkonen",NA,NA,"2","4","2-4","2020/2021"
20,"Aston Pirla","Hakimi Raikkonen",NA,NA,"2","6","2-6","2020/2021"
2,"Zoggiathebest99 Team","Hakimi Raikkonen",NA,NA,"4","3","4-3","2020/2021"
19,"Joe Gage FC","Hakimi Raikkonen",NA,NA,"2","4","2-4","2020/2021"
34,"Aston Pirla","Hakimi Raikkonen",NA,NA,"4","1","4-1","2020/2021"
6,"Aston Pirla","Hakimi Raikkonen",NA,NA,"1","0","1-0","2020/2021"
6,"Joe Gage FC","Sbocca Juniors",NA,NA,"1","4","1-4","2020/2021"
14,"Aston Pirla","Sbocca Juniors",NA,NA,"4","5","4-5","2020/2021"
17,"Zoggiathebest99 Team","Sbocca Juniors",NA,NA,"3","2","3-2","2020/2021"
21,"Aston Pirla","Sbocca Juniors",NA,NA,"1","0","1-0","2020/2021"
27,"Joe Gage FC","Sbocca Juniors",NA,NA,"4","1","4-1","2020/2021"
31,"Zoggiathebest99 Team","Sbocca Juniors",NA,NA,"1","4","1-4","2020/2021"
3,"Zoggiathebest99 Team","Sbocca Juniors",NA,NA,"2","2","2-2","2020/2021"
32,"Hakimi Raikkonen","Sbocca Juniors",NA,NA,"7","3","7-3","2020/2021"
35,"Aston Pirla","Sbocca Juniors",NA,NA,"1","1","1-1","2020/2021"
24,"Zoggiathebest99 Team","Sbocca Juniors",NA,NA,"4","0","4-0","2020/2021"
34,"Joe Gage FC","Sbocca Juniors",NA,NA,"0","4","0-4","2020/2021"
20,"Joe Gage FC","Sbocca Juniors",NA,NA,"3","1","3-1","2020/2021"
18,"Hakimi Raikkonen","Sbocca Juniors",NA,NA,"4","1","4-1","2020/2021"
11,"Hakimi Raikkonen","Sbocca Juniors",NA,NA,"4","1","4-1","2020/2021"
10,"Zoggiathebest99 Team","Sbocca Juniors",NA,NA,"4","2","4-2","2020/2021"
28,"Aston Pirla","Sbocca Juniors",NA,NA,"2","2","2-2","2020/2021"
13,"Joe Gage FC","Sbocca Juniors",NA,NA,"0","0","0-0","2020/2021"
7,"Aston Pirla","Sbocca Juniors",NA,NA,"2","6","2-6","2020/2021"
4,"Hakimi Raikkonen","Sbocca Juniors",NA,NA,"4","0","4-0","2020/2021"
25,"Hakimi Raikkonen","Sbocca Juniors",NA,NA,"0","0","0-0","2020/2021"
32,"Zoggiathebest99 Team","Joe Gage FC",NA,NA,"0","5","0-5","2020/2021"
18,"Zoggiathebest99 Team","Joe Gage FC",NA,NA,"0","1","0-1","2020/2021"
15,"Aston Pirla","Joe Gage FC",NA,NA,"1","0","1-0","2020/2021"
4,"Zoggiathebest99 Team","Joe Gage FC",NA,NA,"1","3","1-3","2020/2021"
29,"Aston Pirla","Joe Gage FC",NA,NA,"1","1","1-1","2020/2021"
25,"Zoggiathebest99 Team","Joe Gage FC",NA,NA,"1","0","1-0","2020/2021"
1,"Aston Pirla","Joe Gage FC",NA,NA,"2","5","2-5","2020/2021"
8,"Aston Pirla","Joe Gage FC",NA,NA,"0","1","0-1","2020/2021"
22,"Aston Pirla","Joe Gage FC",NA,NA,"3","0","3-0","2020/2021"
11,"Zoggiathebest99 Team","Joe Gage FC",NA,NA,"1","4","1-4","2020/2021"
10,"Aston Pirla","MVPippe",NA,NA,"2","2","2-2","2020/2021"
35,"Hakimi Raikkonen","MVPippe",NA,NA,"2","3","2-3","2020/2021"
6,"Zoggiathebest99 Team","MVPippe",NA,NA,"3","1","3-1","2020/2021"
20,"Zoggiathebest99 Team","MVPippe",NA,NA,"3","1","3-1","2020/2021"
7,"Hakimi Raikkonen","MVPippe",NA,NA,"1","1","1-1","2020/2021"
22,"Sbocca Juniors","MVPippe",NA,NA,"3","2","3-2","2020/2021"
9,"Joe Gage FC","MVPippe",NA,NA,"1","3","1-3","2020/2021"
3,"Aston Pirla","MVPippe",NA,NA,"4","1","4-1","2020/2021"
23,"Joe Gage FC","MVPippe",NA,NA,"2","2","2-2","2020/2021"
24,"Aston Pirla","MVPippe",NA,NA,"1","3","1-3","2020/2021"
2,"Joe Gage FC","MVPippe",NA,NA,"4","4","4-4","2020/2021"
32,"Fanta Figa","MVPippe",NA,NA,"4","2","4-2","2020/2021"
25,"Fanta Figa","MVPippe",NA,NA,"3","1","3-1","2020/2021"
28,"Hakimi Raikkonen","MVPippe",NA,NA,"0","3","0-3","2020/2021"
14,"Hakimi Raikkonen","MVPippe",NA,NA,"3","2","3-2","2020/2021"
30,"Joe Gage FC","MVPippe",NA,NA,"2","1","2-1","2020/2021"
21,"Hakimi Raikkonen","MVPippe",NA,NA,"3","3","3-3","2020/2021"
8,"Sbocca Juniors","MVPippe",NA,NA,"3","3","3-3","2020/2021"
13,"Zoggiathebest99 Team","MVPippe",NA,NA,"2","0","2-0","2020/2021"
4,"Fanta Figa","MVPippe",NA,NA,"1","1","1-1","2020/2021"
29,"Sbocca Juniors","MVPippe",NA,NA,"5","4","5-4","2020/2021"
31,"Aston Pirla","MVPippe",NA,NA,"1","1","1-1","2020/2021"
18,"Fanta Figa","MVPippe",NA,NA,"2","1","2-1","2020/2021"
27,"Zoggiathebest99 Team","MVPippe",NA,NA,"2","2","2-2","2020/2021"
11,"Fanta Figa","MVPippe",NA,NA,"4","2","4-2","2020/2021"
17,"Aston Pirla","MVPippe",NA,NA,"1","4","1-4","2020/2021"
34,"Zoggiathebest99 Team","MVPippe",NA,NA,"2","0","2-0","2020/2021"
1,"Sbocca Juniors","MVPippe",NA,NA,"0","6","0-6","2020/2021"
15,"Sbocca Juniors","MVPippe",NA,NA,"4","3","4-3","2020/2021"
16,"Joe Gage FC","MVPippe",NA,NA,"3","2","3-2","2020/2021"
10,"Joe Gage FC","Bayer Leverdure",NA,NA,"1","3","1-3","2020/2021"
32,"Aston Pirla","Bayer Leverdure",NA,NA,"1","1","1-1","2020/2021"
11,"Aston Pirla","Bayer Leverdure",NA,NA,"1","2","1-2","2020/2021"
8,"Hakimi Raikkonen","Bayer Leverdure",NA,NA,"2","4","2-4","2020/2021"
23,"Sbocca Juniors","Bayer Leverdure",NA,NA,"3","0","3-0","2020/2021"
31,"Joe Gage FC","Bayer Leverdure",NA,NA,"2","2","2-2","2020/2021"
14,"Zoggiathebest99 Team","Bayer Leverdure",NA,NA,"3","4","3-4","2020/2021"
22,"Hakimi Raikkonen","Bayer Leverdure",NA,NA,"3","2","3-2","2020/2021"
4,"Aston Pirla","Bayer Leverdure",NA,NA,"1","1","1-1","2020/2021"
26,"MVPippe","Bayer Leverdure",NA,NA,"2","2","2-2","2020/2021"
1,"Hakimi Raikkonen","Bayer Leverdure",NA,NA,"5","1","5-1","2020/2021"
17,"Joe Gage FC","Bayer Leverdure",NA,NA,"3","1","3-1","2020/2021"
30,"Sbocca Juniors","Bayer Leverdure",NA,NA,"3","2","3-2","2020/2021"
25,"Aston Pirla","Bayer Leverdure",NA,NA,"1","2","1-2","2020/2021"
29,"Hakimi Raikkonen","Bayer Leverdure",NA,NA,"3","3","3-3","2020/2021"
24,"Joe Gage FC","Bayer Leverdure",NA,NA,"1","5","1-5","2020/2021"
18,"Aston Pirla","Bayer Leverdure",NA,NA,"0","6","0-6","2020/2021"
21,"Zoggiathebest99 Team","Bayer Leverdure",NA,NA,"3","2","3-2","2020/2021"
5,"MVPippe","Bayer Leverdure",NA,NA,"2","4","2-4","2020/2021"
20,"Fanta Figa","Bayer Leverdure",NA,NA,"3","4","3-4","2020/2021"
28,"Zoggiathebest99 Team","Bayer Leverdure",NA,NA,"0","3","0-3","2020/2021"
15,"Hakimi Raikkonen","Bayer Leverdure",NA,NA,"2","4","2-4","2020/2021"
2,"Sbocca Juniors","Bayer Leverdure",NA,NA,"3","0","3-0","2020/2021"
3,"Joe Gage FC","Bayer Leverdure",NA,NA,"0","6","0-6","2020/2021"
7,"Zoggiathebest99 Team","Bayer Leverdure",NA,NA,"4","0","4-0","2020/2021"
16,"Sbocca Juniors","Bayer Leverdure",NA,NA,"4","3","4-3","2020/2021"
27,"Fanta Figa","Bayer Leverdure",NA,NA,"3","1","3-1","2020/2021"
6,"Fanta Figa","Bayer Leverdure",NA,NA,"0","1","0-1","2020/2021"
12,"MVPippe","Bayer Leverdure",NA,NA,"3","3","3-3","2020/2021"
19,"MVPippe","Bayer Leverdure",NA,NA,"4","0","4-0","2020/2021"
33,"MVPippe","Bayer Leverdure",NA,NA,"5","2","5-2","2020/2021"
35,"Zoggiathebest99 Team","Bayer Leverdure",NA,NA,"0","0","0-0","2020/2021"
9,"Sbocca Juniors","Bayer Leverdure",NA,NA,"3","0","3-0","2020/2021"
13,"Fanta Figa","Bayer Leverdure",NA,NA,"5","1","5-1","2020/2021"
34,"Fanta Figa","Bayer Leverdure",NA,NA,"3","0","3-0","2020/2021"
33,"Aston Pirla","Zoggiathebest99 Team",NA,NA,"3","1","3-1","2020/2021"
26,"Aston Pirla","Zoggiathebest99 Team",NA,NA,"1","4","1-4","2020/2021"
12,"Aston Pirla","Zoggiathebest99 Team",NA,NA,"2","1","2-1","2020/2021"
5,"Aston Pirla","Zoggiathebest99 Team",NA,NA,"3","2","3-2","2020/2021"
19,"Aston Pirla","Zoggiathebest99 Team",NA,NA,"0","7","0-7","2020/2021"
22,"Joe Gage FC","SS FelLazio",NA,NA,"0","3","0-3","2021/2022"
12,"Aston Pirla","SS FelLazio",NA,NA,"3","2","3-2","2021/2022"
16,"Zoggiathebest99 Team","SS FelLazio",NA,NA,"7","3","7-3","2021/2022"
30,"Aston Pirla","SS FelLazio",NA,NA,"0","2","0-2","2021/2022"
21,"Aston Pirla","SS FelLazio",NA,NA,"1","0","1-0","2021/2022"
27,"Stame Vecino Utd","SS FelLazio",NA,NA,"1","2","1-2","2021/2022"
36,"Stame Vecino Utd","SS FelLazio",NA,NA,"2","0","2-0","2021/2022"
7,"Zoggiathebest99 Team","SS FelLazio",NA,NA,"1","2","1-2","2021/2022"
13,"Joe Gage FC","SS FelLazio",NA,NA,"1","2","1-2","2021/2022"
3,"Aston Pirla","SS FelLazio",NA,NA,"3","1","3-1","2021/2022"
23,"Sbocca Juniors","SS FelLazio",NA,NA,"2","2","2-2","2021/2022"
25,"Zoggiathebest99 Team","SS FelLazio",NA,NA,"0","1","0-1","2021/2022"
9,"Stame Vecino Utd","SS FelLazio",NA,NA,"2","0","2-0","2021/2022"
4,"Joe Gage FC","SS FelLazio",NA,NA,"1","3","1-3","2021/2022"
31,"Joe Gage FC","SS FelLazio",NA,NA,"0","2","0-2","2021/2022"
18,"Stame Vecino Utd","SS FelLazio",NA,NA,"1","1","1-1","2021/2022"
5,"Sbocca Juniors","SS FelLazio",NA,NA,"0","1","0-1","2021/2022"
32,"Sbocca Juniors","SS FelLazio",NA,NA,"0","2","0-2","2021/2022"
34,"Zoggiathebest99 Team","SS FelLazio",NA,NA,"0","2","0-2","2021/2022"
14,"Sbocca Juniors","SS FelLazio",NA,NA,"5","3","5-3","2021/2022"
20,"Aston Pirla","Joe Gage FC",NA,NA,"4","2","4-2","2021/2022"
28,"Zoggiathebest99 Team","Joe Gage FC",NA,NA,"2","0","2-0","2021/2022"
19,"Zoggiathebest99 Team","Joe Gage FC",NA,NA,"4","2","4-2","2021/2022"
2,"Aston Pirla","Joe Gage FC",NA,NA,"3","1","3-1","2021/2022"
11,"Aston Pirla","Joe Gage FC",NA,NA,"1","1","1-1","2021/2022"
1,"Zoggiathebest99 Team","Joe Gage FC",NA,NA,"0","2","0-2","2021/2022"
29,"Aston Pirla","Joe Gage FC",NA,NA,"2","0","2-0","2021/2022"
10,"Zoggiathebest99 Team","Joe Gage FC",NA,NA,"1","3","1-3","2021/2022"
32,"Zoggiathebest99 Team","Patatinaikos",NA,NA,"1","1","1-1","2021/2022"
11,"SS FelLazio","Patatinaikos",NA,NA,"1","1","1-1","2021/2022"
2,"SS FelLazio","Patatinaikos",NA,NA,"4","3","4-3","2021/2022"
29,"SS FelLazio","Patatinaikos",NA,NA,"2","0","2-0","2021/2022"
28,"Aston Pirla","Patatinaikos",NA,NA,"2","0","2-0","2021/2022"
9,"Joe Gage FC","Patatinaikos",NA,NA,"0","0","0-0","2021/2022"
5,"Zoggiathebest99 Team","Patatinaikos",NA,NA,"1","0","1-0","2021/2022"
21,"Sbocca Juniors","Patatinaikos",NA,NA,"0","3","0-3","2021/2022"
23,"Zoggiathebest99 Team","Patatinaikos",NA,NA,"2","2","2-2","2021/2022"
18,"Joe Gage FC","Patatinaikos",NA,NA,"2","0","2-0","2021/2022"
27,"Joe Gage FC","Patatinaikos",NA,NA,"0","0","0-0","2021/2022"
19,"Aston Pirla","Patatinaikos",NA,NA,"0","0","0-0","2021/2022"
1,"Aston Pirla","Patatinaikos",NA,NA,"4","3","4-3","2021/2022"
7,"Stame Vecino Utd","Patatinaikos",NA,NA,"0","3","0-3","2021/2022"
34,"Stame Vecino Utd","Patatinaikos",NA,NA,"0","2","0-2","2021/2022"
30,"Sbocca Juniors","Patatinaikos",NA,NA,"2","0","2-0","2021/2022"
12,"Sbocca Juniors","Patatinaikos",NA,NA,"0","0","0-0","2021/2022"
16,"Stame Vecino Utd","Patatinaikos",NA,NA,"3","0","3-0","2021/2022"
10,"Aston Pirla","Patatinaikos",NA,NA,"0","1","0-1","2021/2022"
3,"Sbocca Juniors","Patatinaikos",NA,NA,"1","3","1-3","2021/2022"
25,"Stame Vecino Utd","Patatinaikos",NA,NA,"0","1","0-1","2021/2022"
20,"SS FelLazio","Patatinaikos",NA,NA,"0","1","0-1","2021/2022"
36,"Joe Gage FC","Patatinaikos",NA,NA,"1","1","1-1","2021/2022"
14,"Zoggiathebest99 Team","Patatinaikos",NA,NA,"4","3","4-3","2021/2022"
22,"Stame Vecino Utd","HERTA VERNELLO",NA,NA,"0","0","0-0","2021/2022"
20,"Zoggiathebest99 Team","HERTA VERNELLO",NA,NA,"2","6","2-6","2021/2022"
26,"SS FelLazio","HERTA VERNELLO",NA,NA,"4","4","4-4","2021/2022"
13,"Stame Vecino Utd","HERTA VERNELLO",NA,NA,"5","3","5-3","2021/2022"
21,"Joe Gage FC","HERTA VERNELLO",NA,NA,"2","0","2-0","2021/2022"
6,"Patatinaikos","HERTA VERNELLO",NA,NA,"1","3","1-3","2021/2022"
9,"Sbocca Juniors","HERTA VERNELLO",NA,NA,"3","2","3-2","2021/2022"
17,"SS FelLazio","HERTA VERNELLO",NA,NA,"0","2","0-2","2021/2022"
35,"SS FelLazio","HERTA VERNELLO",NA,NA,"2","0","2-0","2021/2022"
12,"Joe Gage FC","HERTA VERNELLO",NA,NA,"0","0","0-0","2021/2022"
29,"Zoggiathebest99 Team","HERTA VERNELLO",NA,NA,"0","2","0-2","2021/2022"
25,"Aston Pirla","HERTA VERNELLO",NA,NA,"1","2","1-2","2021/2022"
27,"Sbocca Juniors","HERTA VERNELLO",NA,NA,"2","4","2-4","2021/2022"
34,"Aston Pirla","HERTA VERNELLO",NA,NA,"0","2","0-2","2021/2022"
18,"Sbocca Juniors","HERTA VERNELLO",NA,NA,"1","1","1-1","2021/2022"
11,"Zoggiathebest99 Team","HERTA VERNELLO",NA,NA,"2","0","2-0","2021/2022"
2,"Zoggiathebest99 Team","HERTA VERNELLO",NA,NA,"3","3","3-3","2021/2022"
16,"Aston Pirla","HERTA VERNELLO",NA,NA,"2","5","2-5","2021/2022"
8,"SS FelLazio","HERTA VERNELLO",NA,NA,"2","3","2-3","2021/2022"
31,"Stame Vecino Utd","HERTA VERNELLO",NA,NA,"0","2","0-2","2021/2022"
15,"Patatinaikos","HERTA VERNELLO",NA,NA,"2","0","2-0","2021/2022"
36,"Sbocca Juniors","HERTA VERNELLO",NA,NA,"0","2","0-2","2021/2022"
30,"Joe Gage FC","HERTA VERNELLO",NA,NA,"0","2","0-2","2021/2022"
33,"Patatinaikos","HERTA VERNELLO",NA,NA,"0","2","0-2","2021/2022"
3,"Joe Gage FC","HERTA VERNELLO",NA,NA,"1","3","1-3","2021/2022"
7,"Aston Pirla","HERTA VERNELLO",NA,NA,"2","2","2-2","2021/2022"
4,"Stame Vecino Utd","HERTA VERNELLO",NA,NA,"1","3","1-3","2021/2022"
24,"Patatinaikos","HERTA VERNELLO",NA,NA,"2","2","2-2","2021/2022"
25,"Joe Gage FC","Bayer Leverdure",NA,NA,"2","3","2-3","2021/2022"
16,"Joe Gage FC","Bayer Leverdure",NA,NA,"0","1","0-1","2021/2022"
28,"SS FelLazio","Bayer Leverdure",NA,NA,"2","0","2-0","2021/2022"
14,"HERTA VERNELLO","Bayer Leverdure",NA,NA,"4","0","4-0","2021/2022"
23,"HERTA VERNELLO","Bayer Leverdure",NA,NA,"3","2","3-2","2021/2022"
4,"Zoggiathebest99 Team","Bayer Leverdure",NA,NA,"2","5","2-5","2021/2022"
20,"Sbocca Juniors","Bayer Leverdure",NA,NA,"6","0","6-0","2021/2022"
35,"Patatinaikos","Bayer Leverdure",NA,NA,"0","2","0-2","2021/2022"
22,"Zoggiathebest99 Team","Bayer Leverdure",NA,NA,"2","1","2-1","2021/2022"
13,"Zoggiathebest99 Team","Bayer Leverdure",NA,NA,"1","0","1-0","2021/2022"
2,"Sbocca Juniors","Bayer Leverdure",NA,NA,"1","3","1-3","2021/2022"
32,"HERTA VERNELLO","Bayer Leverdure",NA,NA,"2","0","2-0","2021/2022"
10,"SS FelLazio","Bayer Leverdure",NA,NA,"0","0","0-0","2021/2022"
6,"Stame Vecino Utd","Bayer Leverdure",NA,NA,"0","0","0-0","2021/2022"
11,"Sbocca Juniors","Bayer Leverdure",NA,NA,"10","1","10-1","2021/2022"
31,"Zoggiathebest99 Team","Bayer Leverdure",NA,NA,"0","2","0-2","2021/2022"
34,"Joe Gage FC","Bayer Leverdure",NA,NA,"2","0","2-0","2021/2022"
24,"Stame Vecino Utd","Bayer Leverdure",NA,NA,"0","2","0-2","2021/2022"
19,"SS FelLazio","Bayer Leverdure",NA,NA,"2","4","2-4","2021/2022"
29,"Sbocca Juniors","Bayer Leverdure",NA,NA,"1","1","1-1","2021/2022"
15,"Stame Vecino Utd","Bayer Leverdure",NA,NA,"2","3","2-3","2021/2022"
27,"Aston Pirla","Bayer Leverdure",NA,NA,"2","1","2-1","2021/2022"
7,"Joe Gage FC","Bayer Leverdure",NA,NA,"2","0","2-0","2021/2022"
26,"Patatinaikos","Bayer Leverdure",NA,NA,"1","0","1-0","2021/2022"
9,"Aston Pirla","Bayer Leverdure",NA,NA,"5","0","5-0","2021/2022"
18,"Aston Pirla","Bayer Leverdure",NA,NA,"2","0","2-0","2021/2022"
33,"Stame Vecino Utd","Bayer Leverdure",NA,NA,"0","2","0-2","2021/2022"
1,"SS FelLazio","Bayer Leverdure",NA,NA,"2","1","2-1","2021/2022"
5,"HERTA VERNELLO","Bayer Leverdure",NA,NA,"1","2","1-2","2021/2022"
36,"Aston Pirla","Bayer Leverdure",NA,NA,"2","0","2-0","2021/2022"
8,"Patatinaikos","Bayer Leverdure",NA,NA,"2","3","2-3","2021/2022"
17,"Patatinaikos","Bayer Leverdure",NA,NA,"0","2","0-2","2021/2022"
3,"Zoggiathebest99 Team","Stame Vecino Utd",NA,NA,"4","5","4-5","2021/2022"
8,"Aston Pirla","Stame Vecino Utd",NA,NA,"3","2","3-2","2021/2022"
35,"Aston Pirla","Stame Vecino Utd",NA,NA,"1","1","1-1","2021/2022"
5,"Joe Gage FC","Stame Vecino Utd",NA,NA,"1","2","1-2","2021/2022"
26,"Aston Pirla","Stame Vecino Utd",NA,NA,"4","2","4-2","2021/2022"
21,"Zoggiathebest99 Team","Stame Vecino Utd",NA,NA,"3","4","3-4","2021/2022"
30,"Zoggiathebest99 Team","Stame Vecino Utd",NA,NA,"2","0","2-0","2021/2022"
14,"Joe Gage FC","Stame Vecino Utd",NA,NA,"0","1","0-1","2021/2022"
12,"Zoggiathebest99 Team","Stame Vecino Utd",NA,NA,"3","3","3-3","2021/2022"
23,"Joe Gage FC","Stame Vecino Utd",NA,NA,"0","2","0-2","2021/2022"
32,"Joe Gage FC","Stame Vecino Utd",NA,NA,"2","0","2-0","2021/2022"
17,"Aston Pirla","Stame Vecino Utd",NA,NA,"2","2","2-2","2021/2022"
1,"Stame Vecino Utd","Sbocca Juniors",NA,NA,"1","4","1-4","2021/2022"
13,"Aston Pirla","Sbocca Juniors",NA,NA,"5","4","5-4","2021/2022"
22,"Aston Pirla","Sbocca Juniors",NA,NA,"3","1","3-1","2021/2022"
15,"Joe Gage FC","Sbocca Juniors",NA,NA,"2","3","2-3","2021/2022"
17,"Zoggiathebest99 Team","Sbocca Juniors",NA,NA,"3","1","3-1","2021/2022"
6,"Joe Gage FC","Sbocca Juniors",NA,NA,"2","3","2-3","2021/2022"
24,"Joe Gage FC","Sbocca Juniors",NA,NA,"3","1","3-1","2021/2022"
28,"Stame Vecino Utd","Sbocca Juniors",NA,NA,"2","0","2-0","2021/2022"
26,"Zoggiathebest99 Team","Sbocca Juniors",NA,NA,"5","1","5-1","2021/2022"
35,"Zoggiathebest99 Team","Sbocca Juniors",NA,NA,"0","2","0-2","2021/2022"
33,"Joe Gage FC","Sbocca Juniors",NA,NA,"0","2","0-2","2021/2022"
19,"Stame Vecino Utd","Sbocca Juniors",NA,NA,"2","3","2-3","2021/2022"
4,"Aston Pirla","Sbocca Juniors",NA,NA,"2","3","2-3","2021/2022"
31,"Aston Pirla","Sbocca Juniors",NA,NA,"2","0","2-0","2021/2022"
8,"Zoggiathebest99 Team","Sbocca Juniors",NA,NA,"0","1","0-1","2021/2022"
10,"Stame Vecino Utd","Sbocca Juniors",NA,NA,"2","4","2-4","2021/2022"
17,"Joe Gage FC","Tettenham",NA,NA,"0","2","0-2","2021/2022"
18,"Zoggiathebest99 Team","Tettenham",NA,NA,"2","0","2-0","2021/2022"
24,"SS FelLazio","Tettenham",NA,NA,"0","0","0-0","2021/2022"
34,"Sbocca Juniors","Tettenham",NA,NA,"0","2","0-2","2021/2022"
28,"HERTA VERNELLO","Tettenham",NA,NA,"0","2","0-2","2021/2022"
15,"SS FelLazio","Tettenham",NA,NA,"3","0","3-0","2021/2022"
26,"Joe Gage FC","Tettenham",NA,NA,"2","2","2-2","2021/2022"
